id,fecha,ticker,texto,etiqueta_consenso
t3_0043695,15/03/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0065212,09/06/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0112993,01/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",neu
t3_0031569,16/02/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0050815,09/04/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0112071,01/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0108508,10/05/2021,AMC,"closed my AMC position, momentum is gone",bear
t3_0053617,21/04/2021,GME,any DD on $GME? new to this stock,neu
t3_0104102,02/04/2021,AMC,"$AMC again huh, this sub never sleeps",bear
t3_0000656,06/01/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0117506,04/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0047116,05/04/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0127521,08/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0076049,01/07/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0084339,03/08/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0065190,09/06/2021,GME,anyone have the GME float numbers handy,neu
t3_0051311,12/04/2021,GME,idk man GME is doing GME things,bull
t3_0079669,14/07/2021,GME,is $GME still being talked about here? asking,neu
t3_0096099,10/02/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0047189,05/04/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0070956,24/06/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0136669,09/06/2021,AMC,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0026929,29/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0116951,03/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0047495,06/04/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0041256,09/03/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0072075,25/06/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0020938,27/01/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0145305,10/08/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0007185,18/01/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0050971,09/04/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0089467,26/08/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0131500,09/06/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0108091,06/05/2021,AMC,"holding a small AMC position, watching for now",neu
t3_0087923,19/08/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0046671,02/04/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0103339,29/03/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0095458,04/02/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0011120,22/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0060836,26/05/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0057868,12/05/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0060863,26/05/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0066307,11/06/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0087666,18/08/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0003520,14/01/2021,GME,idk man GME is doing GME things,neu
t3_0128461,08/06/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0084959,06/08/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0005225,18/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0043699,15/03/2021,GME,idk man GME is doing GME things,bear
t3_0135505,09/06/2021,AMC,AMC is trash but im holding anyway lmao 💎🙌,bull
t3_0129282,08/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0069618,17/06/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0048496,07/04/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0055846,03/05/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0027316,01/02/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0124751,08/06/2021,AMC,AMC is trash but im holding anyway lmao 💎🙌,bull
t3_0105635,13/04/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0074242,28/06/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0006288,18/01/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0116696,03/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0075778,01/07/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0006277,18/01/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0029415,09/02/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0126149,08/06/2021,AMC,"$AMC gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0023676,28/01/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0095603,05/02/2021,AMC,"holding a small AMC position, watching for now",neu
t3_0132194,09/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0047187,05/04/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0016428,25/01/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0124744,08/06/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0084209,03/08/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0015578,25/01/2021,GME,what do you guys think about GME earnings next week,neu
t3_0081983,23/07/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0138579,11/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0074970,29/06/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0085191,09/08/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0079917,14/07/2021,GME,is $GME still being talked about here? asking,neu
t3_0071715,25/06/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0017663,26/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0104131,02/04/2021,AMC,"puts on AMC, the squeeze is over, dead cat bounce",bear
t3_0142634,13/07/2021,AMC,"neutral on AMC, waiting for a clearer signal",neu
t3_0056466,06/05/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0017897,26/01/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0044992,23/03/2021,GME,"GME volume looks normal today, sideways action",neu
t3_0021315,27/01/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0004303,15/01/2021,GME,idk man GME is doing GME things,bear
t3_0020655,27/01/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0068392,15/06/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0008906,22/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0103854,02/04/2021,AMC,"AMC is wild today, no idea where this goes",neu
t3_0141430,01/07/2021,AMC,"AMC moving a lot, volume is insane rn",bear
t3_0107584,30/04/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",neu
t3_0074373,28/06/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0100880,11/03/2021,AMC,AMC to the moon 🚀🚀 diamond hands hold the line,bull
t3_0058180,13/05/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0003329,14/01/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0057627,12/05/2021,GME,"$GME gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0140880,28/06/2021,AMC,"AMC volume looks normal today, sideways action",neu
t3_0018113,26/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0107755,04/05/2021,AMC,"neutral on AMC, waiting for a clearer signal",neu
t3_0097471,15/02/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0138674,11/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0144716,03/08/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0039783,09/03/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0035116,25/02/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0108682,11/05/2021,AMC,idk man AMC is doing AMC things,neu
t3_0005863,18/01/2021,GME,idk man GME is doing GME things,bear
t3_0049036,08/04/2021,GME,"GME volume looks normal today, sideways action",neu
t3_0099203,24/02/2021,AMC,"AMC is wild today, no idea where this goes",neu
t3_0141293,30/06/2021,AMC,"watching $AMC closely, could go either way 👀",neu
t3_0128039,08/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0064788,09/06/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0065174,09/06/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0129390,08/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0080446,15/07/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0097462,15/02/2021,AMC,"$AMC going back to single digits, bearish af",bear
t3_0081112,19/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0015593,25/01/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0003933,15/01/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0004910,15/01/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0093402,15/01/2021,AMC,"holding a small AMC position, watching for now",neu
t3_0078188,07/07/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0059580,19/05/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0129763,08/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0003297,14/01/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0005487,18/01/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0086263,11/08/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0080174,15/07/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0079531,13/07/2021,GME,idk man GME is doing GME things,bear
t3_0090909,31/08/2021,GME,idk man GME is doing GME things,bear
t3_0047272,05/04/2021,GME,"closed my GME position, momentum is gone",bear
t3_0094368,25/01/2021,AMC,"watching $AMC closely, could go either way 👀",neu
t3_0087895,19/08/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0003506,14/01/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0102872,26/03/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0079420,13/07/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0144108,28/07/2021,AMC,"AMC bagholders about to get wrecked, short it",bear
t3_0029303,09/02/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0003740,14/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0118811,04/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0004581,15/01/2021,GME,"closed my GME position, momentum is gone",bear
t3_0089968,30/08/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0085184,09/08/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0079366,12/07/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0103442,29/03/2021,AMC,idk man AMC is doing AMC things,neu
t3_0101284,15/03/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0003000,14/01/2021,GME,idk man GME is doing GME things,bear
t3_0069110,16/06/2021,GME,"$GME options chain looks thin, low IV today",neu
t3_0081223,20/07/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0047778,06/04/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0062594,31/05/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0053535,21/04/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0012343,22/01/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0014821,22/01/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0024193,29/01/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0143335,20/07/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0026490,29/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0079180,12/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0087661,18/08/2021,GME,anyone have the GME float numbers handy,neu
t3_0032684,17/02/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0102404,24/03/2021,AMC,"closed my AMC position, momentum is gone",bear
t3_0035903,01/03/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0008585,22/01/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0036611,03/03/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0108159,07/05/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0002087,14/01/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0087167,17/08/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0130202,08/06/2021,AMC,"$AMC gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0144042,28/07/2021,AMC,"AMC bagholders about to get wrecked, short it",bear
t3_0027465,02/02/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0081935,22/07/2021,GME,idk man GME is doing GME things,bear
t3_0105240,08/04/2021,AMC,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0083051,27/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0003809,14/01/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0070512,23/06/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0031604,16/02/2021,GME,"puts on GME, the squeeze is over, dead cat bounce",bear
t3_0045695,26/03/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0037866,08/03/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0125166,08/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0110495,28/05/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0074082,28/06/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0062301,31/05/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0088400,23/08/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0008286,21/01/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0078718,09/07/2021,GME,any DD on $GME? new to this stock,neu
t3_0113551,01/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0069494,17/06/2021,GME,idk man GME is doing GME things,bear
t3_0055100,28/04/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0096012,09/02/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0112597,01/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0147432,27/08/2021,AMC,any DD on $AMC? new to this stock,neu
t3_0062885,31/05/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0097406,15/02/2021,AMC,idk man AMC is doing AMC things,bear
t3_0018174,26/01/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0031968,16/02/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0074266,28/06/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0142987,15/07/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0091665,31/08/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0044675,19/03/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0077607,06/07/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0091538,31/08/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0030195,11/02/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0106000,16/04/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0060720,25/05/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0140133,21/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0112918,01/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0143879,26/07/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0029179,09/02/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0132638,09/06/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0015263,25/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0096277,11/02/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0118204,04/06/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0074647,29/06/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0000918,07/01/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0059816,20/05/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0072903,28/06/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0087978,19/08/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0029663,11/02/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0006851,18/01/2021,GME,idk man GME is doing GME things,bear
t3_0143442,20/07/2021,AMC,"AMC volume looks normal today, sideways action",neu
t3_0046012,29/03/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0005921,18/01/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0054965,28/04/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0112926,01/06/2021,AMC,AMC to the moon 🚀🚀 diamond hands hold the line,bull
t3_0148265,31/08/2021,AMC,"watching $AMC closely, could go either way 👀",bear
t3_0011848,22/01/2021,GME,idk man GME is doing GME things,bull
t3_0041575,09/03/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0104138,02/04/2021,AMC,diamond hands on AMC? more like paper hands incoming,bear
t3_0008754,22/01/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0010394,22/01/2021,GME,"BB big buy on everything, no ticker here",neu
t3_0075774,01/07/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0029529,10/02/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0132526,09/06/2021,AMC,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0037557,08/03/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0061885,27/05/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0054766,28/04/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0047087,05/04/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0055519,30/04/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0124329,08/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0121416,07/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0104393,02/04/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0058781,17/05/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0067417,14/06/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0044547,19/03/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0137981,10/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0144248,29/07/2021,AMC,"shorting $AMC here, fundamentals are trash",bear
t3_0086363,12/08/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0108474,10/05/2021,AMC,idk man AMC is doing AMC things,neu
t3_0090257,31/08/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0084962,06/08/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0084129,02/08/2021,GME,"closed my GME position, momentum is gone",bear
t3_0034675,24/02/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0071810,25/06/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0057756,12/05/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0057645,12/05/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0106381,20/04/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0117995,04/06/2021,AMC,AMC is trash but im holding anyway lmao 💎🙌,bull
t3_0020455,27/01/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0110809,28/05/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0145441,12/08/2021,AMC,lol GME just game me some tendies bro 😂,neu
t3_0137051,10/06/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0003923,15/01/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0048770,07/04/2021,GME,"closed my GME position, momentum is gone",bear
t3_0061750,27/05/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0146401,20/08/2021,AMC,diamond hands on AMC? more like paper hands incoming,bear
t3_0133630,09/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0106042,16/04/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0130362,08/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0051033,09/04/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0004286,15/01/2021,GME,idk man GME is doing GME things,bear
t3_0145721,13/08/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0141970,06/07/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0123588,08/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0049027,08/04/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0100670,09/03/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0036514,03/03/2021,GME,"puts on GME, the squeeze is over, dead cat bounce",bear
t3_0020273,27/01/2021,GME,"$GME gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0139087,15/06/2021,AMC,idk man AMC is doing AMC things,bear
t3_0030826,12/02/2021,GME,idk man GME is doing GME things,bull
t3_0140526,24/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0047421,06/04/2021,GME,idk man GME is doing GME things,neu
t3_0014315,22/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0025646,29/01/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0069958,18/06/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0096475,12/02/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0083161,28/07/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0054493,27/04/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0033495,19/02/2021,GME,any DD on $GME? new to this stock,neu
t3_0069863,18/06/2021,GME,idk man GME is doing GME things,bull
t3_0008134,20/01/2021,GME,idk man GME is doing GME things,bear
t3_0100907,12/03/2021,AMC,"AMC moving a lot, volume is insane rn",bear
t3_0097947,15/02/2021,AMC,"AMC moving a lot, volume is insane rn",bear
t3_0077301,05/07/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0060745,25/05/2021,GME,any DD on $GME? new to this stock,neu
t3_0033953,22/02/2021,GME,anyone have the GME float numbers handy,neu
t3_0091418,31/08/2021,GME,buy the dip they said... GME keeps dipping 📉,bear
t3_0090540,31/08/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0015622,25/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0004625,15/01/2021,GME,"closed my GME position, momentum is gone",bear
t3_0084639,04/08/2021,GME,what do you guys think about GME earnings next week,neu
t3_0084284,03/08/2021,GME,idk man GME is doing GME things,neu
t3_0076667,01/07/2021,GME,idk man GME is doing GME things,bear
t3_0118613,04/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0145673,13/08/2021,AMC,"watching $AMC closely, could go either way 👀",bear
t3_0028171,05/02/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0127646,08/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0005145,15/01/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0101204,15/03/2021,AMC,anyone have the AMC float numbers handy,neu
t3_0090058,30/08/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0139946,18/06/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0076369,01/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0036922,04/03/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0103071,26/03/2021,AMC,"$AMC going back to single digits, bearish af",bear
t3_0003956,15/01/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0138764,14/06/2021,AMC,"this AMC pump is fake, insiders dumping on retail",bear
t3_0094993,29/01/2021,AMC,"AMC is wild today, no idea where this goes",neu
t3_0010597,22/01/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0074212,28/06/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0010319,22/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0040068,09/03/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0051898,14/04/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0075182,29/06/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0052807,19/04/2021,GME,"holding a small GME position, watching for now",neu
t3_0032114,16/02/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0052199,15/04/2021,GME,"holding a small GME position, watching for now",neu
t3_0070791,24/06/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0070254,21/06/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0078252,07/07/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0142917,14/07/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0007681,19/01/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0052618,16/04/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0042136,10/03/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0124353,08/06/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0023567,28/01/2021,GME,idk man GME is doing GME things,bull
t3_0118064,04/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0147351,27/08/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0141950,06/07/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0064355,07/06/2021,GME,anyone have the GME float numbers handy,neu
t3_0030042,11/02/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0070557,23/06/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0026622,29/01/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0144055,28/07/2021,AMC,"$AMC again huh, this sub never sleeps",neu
t3_0069454,17/06/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0086598,13/08/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0015824,25/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0085490,10/08/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0072862,28/06/2021,GME,"closed my GME position, momentum is gone",bear
t3_0007066,18/01/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0056766,07/05/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0070892,24/06/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0002490,14/01/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0036598,03/03/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0052091,15/04/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0073416,28/06/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0076779,01/07/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0064353,07/06/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0097656,15/02/2021,AMC,"puts on AMC, the squeeze is over, dead cat bounce",bear
